restaurant_id,date,review_id,stars,text,Sentiment
ch194,1/18/2013,revch593,5,"I took some clients there and it was a nice place for a business lunch. I had the Citrus-Soy Glazed Salmon and the roasted beets with walnuts and goat cheese and it was excellent. 
It was a nice medium size lunch which is exactly what I wanted. Both my clients had been there before and like the place as well. Next time I'm in the area, I'll go again.",positive
ch194,1/12/2013,revch594,5,"This is one of the spots we really enjoy eating at fairly regularly in the North Scottsdale area.

The food has always been consistently good. The grilled artichokes appetizer is something we get every time we go and they are always quite enjoyable. Service has always been very good and its one of the few places I order dessert at, always enjoying their bread pudding (which I normally don't like). The dining area is nice and provides a nice atmosphere to enjoy your meal in.

If you are looking for a consistent American grill style restaurant in the North Scottsdale area that delivers your money's worth, White Chocolate Grill is a great choice.",positive
ch194,1/11/2013,revch595,5,Always consistent service  and outstanding food,positive
ch194,1/6/2013,revch596,5,Excellent service and menu options.  It was a short wait and we were promptly sat and greeted.  All around a great meal and experience!!,positive
ch194,1/1/2013,revch597,4,"Came here on new years eve because I wanted to see their gluten free menu. Im newly diagnosed with celiac disease so Ive been on the hunt for places to eat.

I tried their GF grilled artichokes and holy crap were they delicious. Seasoned well with a yummy aioli sauce. Seriously would make a trip way the hell up north just to eat those again.

For my entree I had the GF burger. Unfortunately, it was just a burger with no bun, I was kind of hoping it would either be wrapped in lettuce or they would have a GF bread. But, it was good. Their french fries have so much potential, they were shoestring and cooked perfectly, but had almost no seasoning. All they need to do is throw a little seasoning on those puppies and they would be fantastic. 

Service and management were really great. They gave us a free dessert (GF souffle) because we had a little incident with another patron. It had nothing to do with them, but they apologized for it and gave us the dessert, which I thought was really nice. And the fact that they remembered I was doing the GF thing was really cool. 

I would definitely go here again and they had a fairly decent size gluten free menu if you need it. :) 
TVs in the bar area.",positive
ch194,12/4/2012,revch598,5,"I would've cleaned out what remained of the three desserts for our table if only my 5 coworkers weren't starting to stare at me like I was a starving yeti.

Desserts:
-Seasonal pumpkin cheesecake, very fluffy with a rare naturally fresh pumpkin flavor, one of the best of its kind
-French white chocolate bread pudding, loved the spongy texture and the smooth silky blend of sauces drizzled all over
-White chocolate brownie, unique and has my stamp of approval as well

Other dishes:
-Blackened mahi topped with crab meat and tomato creole sauce, I don't usually like blackened fish but this one was thoroughly enjoyed
-Israeli couscous, unexpectedly delicious, and with the aggressive rate at which I fed myself, I might as well have sniffed the couscous grains

Service:
-Very good
-Our waiter put stars in my eyes after giving us that heavenly pumpkin cheesecake for free since I couldn't decide on a dessert (or 5)",positive
ch194,11/23/2012,revch599,3,"Cool place with a nice outdoor patio area.  They have a nice selection of whiskeys.  The food and drink are also priced nicely.  Everything is affordable.

For my meal I ordered the blue cheese crusted filet.  Instead of mashed potatoes I requested their fresh cut fries.  The steak came prepared as requested, medium rare.  That is always a good start.  The steak was seasoned well and tasty.  My only issue is it was very small.  It might have been 6oz., no more, possibly less.  It was smothered in Maytag blue cheese.  The fries were also solid.  They were shoestring, not my favorite but good for eating with steak.",negative
ch194,11/16/2012,revch600,4,"A little pricey, but delicious!  The salad with the yogurt dressing is amazing (though heavy on dressing so you may want to order it on the side). The Artichoke appetizer I dream about even though it is only available like 1/4 times I go. And the cheesecake...YUM!",positive
ch225,1/5/2015,revch601,4,"Even better than the LA location. The sushi is good, not mind blowing, amazingly fresh, OMG....but a solid good. So you get an enjoyable meal, with an intimate dining experience, and great ambiance. Good views of the strip and a little bit of a breather from the chaos. But what made it a fantastic night was the service. It was EXCELLENT. Best restaurant experience we had the entire trip! I will go back next time I'm in Vegas which I hope will be soon!",positive
ch225,12/27/2014,revch602,3,"We went to Sushi Roku on their 10th anniversary day for the special menu.

- Shima roll: shrimp wrapped spicy tuna, cilantro & avocado
- Katana roll: spicy tuna & shrimp tempura topped with tuna & yellowtail
- Filet Mignon-wrapped asparagus
- Popcorn shrimp tempura with spicy creamy sauce

A solid Americanized Sushi joint, priced high-end. Although it was good, I would say Katsuya and Nobu are better.",negative
ch225,12/23/2014,revch603,5,Amazing service and food! The sushi tastes very soft and fresh. Plus we had the king crab fried rice which was pretty fantastic! Our server was very attentive and polite. The best service we received while in Vegas for the weekend.,positive
ch225,12/20/2014,revch604,4,Great sushi off the strip. Reasonable priced and overall a solid experience.,positive
ch225,12/20/2014,revch605,1,"My experience here has left me with no words. Bad service. Mediocre food. I can definitely say I'm never coming here again. It took over 20 mins to get our table some water and the waitress didn't own up to her mistakes and blamed the busboy for not bringing the water. When we got the water, it tasted horrible. Our hotel room sink water tastes better than that. The food came so late as if they left to catch the fish we were going to consume. The waitress then forgot to put in one of our rolls and apologized in the most stand offish way possible saying it was a ""human error"" as if she wasn't even sorry about it. As we received the bill, my friend realized she got spicy tuna when she had wanted yellowtail. All in all worst place ever! The only decent person was the busboy. Avoid the waitress with a feather tattoo behind her ear.",negative
ch225,12/19/2014,revch606,5,"Delicious fresh sushi. The seared albacore sashimi with fried onions and garlic ponzu is a must have! The yellow tail and tuna sashimi were good too. Just a heads up that they put wasabi between the rice and fish here for their nagiri's, so if you're like me and don't like that, you might want to ask them not to put the wasabi. Overall great service and food. And a nice view of the strip when you sit by the window.",positive
ch225,12/15/2014,revch607,4,Service and food was very good.  We had three rolls and all were very tasty.  We recommend this restaurant.,positive
ch225,12/15/2014,revch608,5,Awesome view awesome sushi. priced on the high end but quality is top notch. our server was great. the service is A+. great place to take a date or with friends.,positive
ch225,12/10/2014,revch609,3,"Place is really nice and servers are really. Ordered some sushi and sashimi and fired rice. Rolls don't tastes good, sashimi and sushi are really good for this price. I would expect much tasty than other sushi restaurant.",negative
ch225,12/4/2014,revch610,5,"One of the best sushi spots in Vegas hands down!! And don't worry, if you don't like sushi, there are so many other options for you. 
I was very impressed with this place. My sister and I dined here for a girls night and they took such great care of us. We got a seat with a view, when it was packed. The manager comped our dessert, just cause. Literally, I would give them 10 stars if I could.
It seemed like the type of place to take care of their regulars, and locals. 
A couple of the dishes that stood out to me were the Jumbo Shrimp, and King Crab fried rice. 
The shrimp was served with potato style chips, and a creamy sauce. I am still wondering what was in that sauce. It had a savory, yet sweet honey butter flavor. So delicious. 
The crab fried rice just hit the spot. There were huge chunks of crab, and the dish was packed with flavor. No need to add soy or hot sauce to this one. 
There were a dozen or so sushi options, and a variety of small sharable plates, or full size entrees. 
Park valet at the Forum Shops to avoid the tourist traffic. From food, to service, and even price, I was highly impressed all around. I can't wait to return.",positive
ch225,12/3/2014,revch611,3,"So here's the skinny on Sushi Roku.  It's overpriced (welcome to Vegas!), better-than-good-but-not-great food with a very nice view of the Strip.  Did we enjoy the meal?  Yes.  Would we go back?  Probably not.

I would recommend getting a window seat, especially in the evening, when the lights are up.

Service was mixed; the greeter / host was really nice and engaged, but our waiter was somewhat absent.  It seemed he was covering a lot of the floor himself, but still.

The sushi itself was very well presented.  We got the chef's selection, which had some intriguing and tasty combinations - I'd recommend going that way.  Oh yeah - the Wagyu pot stickers are almost worth another star by themselves.

So -- not a place to avoid, or one to seek out particularly.",negative
ch225,12/2/2014,revch612,4,"Trendy place with great service and atmosphere. But like any tapas place, it is ""starving in style"" :-)

Will definitely visit again ... And even though I am not a tapas aficionado, I do appreciate the attention to detail in presentation and taste. This place meets or beats anything I have experienced in DC.",positive
ch225,12/1/2014,revch613,5,"AMAZING. 
Best Sushi I've had in Vegas so far. The Ambiance was beautiful, service was very friendly & food was top notch. I ordered the Katana Roll which was my favorite, the lobster roll was really great as well. And the toro? BEST TORO I'VE EVER HAD. My mouth starts watering even thinking about it now! & the great thing was, my boyfriend, who hates seafood, ordered the Ji Dori Chicken & loved it. If you're looking for a top notch sushi dinner with a romantic setting & nice view of the strip, this is the spot!",positive
ch225,11/29/2014,revch614,5,Doesn't even need a review. Just go. Get the yellowtail sashimi with ponzu appetizer and thank me later. ;-),positive
ch225,11/25/2014,revch615,5,Amazingggggggg sushi!!!! By far the best I've ever had!!! The fish was sooo fresh ad melted like butter in my mouth!! View was amazing and ambience was great! Suchhh a clean and tasteful place!!,positive
ch225,11/24/2014,revch616,1,"I heard they were very good at catering to food allergens, but we had a pretty poor experience.  Their gluten free menu was really limited compared to their normal menu.  I have a soy intolerance, and they brought me crab in a soy wrapper.  We didn't figure this out until I was a couple of bites in.  Then they didn't discount my meal.  The waiter took forever even though the place was pretty empty.  Lame all around.",negative
ch225,11/17/2014,revch617,4,Expensive but worth it. The brussel sprouts appetizer is so delicious that I've tried to recreate it at home. The sushi was fresh and delicious!,positive
ch225,11/14/2014,revch618,1,The hostesses are great! So is a busser named Pablo. But when you go ask to not have Danielle as a server. She is a bitch & sassy for no reason.,negative
ch225,11/2/2014,revch619,5,"This is absolutely the best sushi restaurant  in Las Vegas. 
Expensive but worth it. 
I ate lunch there with 3 friends and we were all blown away from the Kobe beef appetizer to the toro to urchin. All of the tuna you can imagine. 

Atmosphere is great, service is great and of course the food is great. 

This is the place for top notch sushi.",positive
ch225,10/30/2014,revch620,5,"Excellent service, great sake selection. My new favorite place for sushi in Las Vegas. Ask for a table by the window. Great atmosphere easy to have a conversation but still overall good vibe.  Just simply cannot say enough good things. Try the Kim Chee.",positive
ch225,10/29/2014,revch621,4,"It took awhile to find the place, but had I read the directions on the website first, that could have been avoided! At first glance the restaurant seemed very dead.  All of the seats in the front were empty, but as soon as the hostess took us to our reserved seat around the corner, we saw a whole other part of the restaurant where all of the tables were full.  Great service by the wait staff, excellent sushi and non sushi items.  The truffle sushi roll was AMAZING!  The restaurant has a great view of the strip and was exactly what I wanted for my birthday dinner in Vegas.  The waiter brought out a dessert and a candle/sparkler to help my group celebrate my birthday.  The prices not out of control either.",positive
ch225,10/25/2014,revch622,4,"I was fortunate to grow up on the California coast and have eaten some really incredible sushi. That said, being hundreds of miles away from the Pacific Ocean was not encouraging me to consume sushi in Las Vegas. But, Sushi Roku was a pleasant sushi slap to the face! The Happy Hour was a true hour, 5pm to 6pm, so if you are local and looking to head there at this time... do not underestimate the traffic! We made it with about 15 minutes to spare and were able order our meal, happy hour prices and all!

Said prices were around half off, and hand rolls were cheaper than cut rolls, but are not great for sharing. The rolls were a good size and the fish was good quality. I have found few places that use real crab in their CA rolls and luckily Sushi Roku's were on the money!

My favorite rolls of the night were tuna / avocado, tempura sweet potato, rock shrimp / jalapeño, & spicy scallop  (which I absolutely had to try because it was new & exciting). 

I will be trying more sushi restaurants on the strip. But will also be a reoccurring customer at Sushi Roku for their happy hour! Loved their quiet location in the Forum Shops, hip / cool ambiance, and sushi bar / table / bar-bar options for seating.",positive
ch225,10/22/2014,revch623,5,"I've been here a handful of times and I'm never disappointed with my meal. Making a reservation is always a breeze, all the employees are very professional and friendly. 
I love all the dishes, and have yet to try something that I didn't enjoy. Service is always great. It's always nice to come here for special occasions since they are very accommodating. Definitely put this on your list of sushi spots to try!",positive
ch225,10/21/2014,revch624,4,"I went there with a group of friends during summer. The hostess seated us on the main dining room, it has a gorgeous view of the strip and the restaurant's decor was beautiful. I asked the hostess if we could have the happy hour menu and she went to ask the manager, then she came back and told us we had to move to another table. There were on the other side and there was no beautiful view and we sat beside a big group of table who were very loud, we had to speak up to talk to each other. Anyways, the food was pretty good and fresh. I cannot remember what we ordered but the price were reasonable and we had a nice time.",positive
ch225,10/13/2014,revch625,4,"Ah, Vegas.  It's hard to find a good meal that isn't thousands of dollars.  Sushi Roku was probably our best meal on my latest trip.  The sushi selection is relatively small compared to other cities, but I guess you'd expect that in the middle of a desert?  I don't know...  But I went with the japanese short ribs appetizer for my meal because we didn't expect to eat a full meal.  It was so good I asked for a side of rice to soak up every bit of the juice/sauce that it was with.  The rolls my dining parter had were good, too.

The service was OK - not incredibly attentive but not bad either.  I imagine on a busy night (there were only a few people at the time) it could get slow.",positive
ch225,10/13/2014,revch626,5,"Our group had a FABULOUS meal here. It was pretty easy to get reservations, even for our group of 14 people. We ended up splitting the table ""in half"" and have each side order their own food to share (family style). I think our side won:

For appetizers, we ordered:

Tuna Sashimi Carpaccio: 4 out of 5 stars
Yellowtail Diced Chilies with Olive Oil & Garlic Ponzu: 4 out of 5 stars
Organic Garden Salad with Yuzu Ginger Dressing: 5 out of 5 stars (as far as garden salads go)
Seaweed Salad with Cucumber Sunomono: 3 out of 5 stars
Shishito Japanese Peppers in Soy Garlic: 5 out of 5 stars (so much flavor!)
Brussel Sprouts with Bacon and Yuzu Kosho: 5 out of 5 stars (it's BACON!)

For Entrees and Special Rolls, we ordered:

Uni Udon Creamy Pasta: this was actually more like fettuccini, not udon noodles. It was definitely very creamy and heavy. I liked it, but I wouldn't say it was my favorite dish of the night. 3 out of 5 stars. Well, let's make it 4 out of 5 stars, since the uni pieces were huge.
Filet Mignon wrapped Asparagus: it comes on a hot rock. 4 out of 5 stars.
Crunchy Spicy Tuna Roll (this is typically deep fried, but there is an option to just get the deep fried crunchy flakes on top of the roll). 4 out of 5 stars.
Katana Roll: Spicy tuna & shrimp tempura topped with tuna and yellowtail. 5 out of 5 stars.
Makoto Roll: Yellowtail & shrimp tempura wrapped with seared tuna, spicy creamy sauce. 5 out of 5 stars. These rolls were pretty similar actually...oops.

The other side ordered the Prime Rib Eye Steak to share, and we each tried a piece. If I go with a large group again, we are ordering that fosheezy.",positive
ch225,10/9/2014,revch627,4,"ALWAYS amazing...we started with miso soup, then the shishito peppers (YUM) and then bluefin tuna and Japanese mackerel sushi, then a roboto skewer of filet wrapped around fois gras and asparagus,  Next, a spicy yellowtail nigiri sushi, plus uni and masago.  Perfect balance, great view, romantic, YUM.",positive
ch225,10/8/2014,revch628,3,"By the time that I got off the plane in Las Vegas, I was already starving. After dropping our luggage off in our rooms, we promptly took to yelp to find some sushi for my poor landlocked friend. We ended up at Sushi Roku and had a pleasant lunch. We each ordered iced teas. The iced tea had some sort of fruit flavor that we couldn't place. It wasn't sweet, but you could taste something tropical. 
I opted for the lunch special which included salmon teriyaki, salad, rice and sashimi. I also added a miso soup. My friend ordered a specialty roll and a seaweed salad. My expectations were actually kind of low (this place is inside a mall) and they were easily surpassed by this lunch. The miso soup was flavorful and served at an appropriate temperature. My friends salad was really delicious. It was made with the very dark green seaweed and not the weird neon kind. My salad was pretty generic and with the exception of fishing out and munching on the the bitter micro-greens, I basically left it untouched. My sashimi was ok. Nothing really special. It could've been a bit colder. My salmon teriyaki was very flavorful, but a tiny bit overcooked. The rice on the plate was plain steamed rice. It was exactly as expected. My friends roll looked pretty good, but towards the end, she just took it apart and ate the fish because the ratio of rice to other ingredients was too high.   
Not a terrible lunch, but also not the best I've ever eaten. It was definitely OK.",negative
ch225,10/7/2014,revch629,4,Great Sushi. Some of the best I have had in Vegas.  Very creative in their Rolls. Love there Lunch Bento Box. Great portions and very tasty presentation.  The only thing they need to work on is getting the food out quicker.  Lunch took a little longer than it needed to be.  However the manager was excellent about fixing the situation.  Definitely a place I would go back too.,positive
ch225,10/6/2014,revch630,3,This place describes itself as forward thinking and the new face of sushi. Well if this is the new face of sushi we are going back in time with Marty McFly. The sushi was mediocre to put it nicely. Luckily I had a gift card to use so i didn't pay much. I will give it that it had a great view. But when the sushi came out it tasted like it had a bit of Clorox on it from cleaning the plate but then rubbed off on the sushi. Very unlikely I will want to come here again unless forced.,negative
ch225,10/6/2014,revch631,5,"It was a nice surprise when we found out that they have lunch special! Bento box with teriyaki salmon and 4 pieces of sashimi priced at $19, super delicious! My friend ordered unagi donburi and it was to die for, sweet and melt in your mouth eel! Service was excellent! I recommend to go during lunch time if you come to town with kids, it was nice, quite and still great food and service!",positive
ch225,10/3/2014,revch632,4,"Setting is beautiful, service is great, food is delicious.",positive
ch225,9/22/2014,revch633,5,Incredible food. Great atmosphere. John the general manager is very professional and curtious,positive
ch225,9/22/2014,revch634,5,"We ate here on a Friday night as part of a group of fourteen from Vision Expo and the food and service was excellent! The friendly, professional service staff brought out many unique, tasty dishes and all of us walked away very satisfied. We were seated in a private area that looked out on the Strip, which created a very nice atmosphere.",positive
ch225,9/21/2014,revch635,4,Went here for lunch and got the beef teriyaki lunch bento. The beef was very tender and good!,positive
ch225,9/20/2014,revch636,4,I had the truffle edamame and they were delish. The truffle tempura roll wasn't as truffley as I'd like. The salmon truffle carpaccio was good but not very truffley either. And the lobster roll was really meaty!,positive
ch225,9/16/2014,revch637,4,"Happy hour! :) For food and drinks, but I only had water here. The water itself was deng sexy. LOL. Lemon placed in the cup with a toothpick, you wouldn't feel like it's just water.

The happy hour items had was:
 - Filet Mignon Wrapped Asparagus w/Soy Mirin: It was good! The sauce and juice from the meat thinly wrapped around 4 stalks (two halved asparagus) was delicious. The asparagus was cooked, but still had it's crunch in the center. (HH: $6)
 - A2 Fusion: consists of albacore, onion, avocado & jalapeno. One of the best rolls I've had in a while. (HH: $5)

You'd get more with sushi roll, $4 handroll isn't worth the quantity.

Decor was simple, had a hint of modern, and even thought it's in Vegas, felt like I was in California, if that makes any sense. LOL

For Happy Hour, you'd have to sit in a designated spot. Only minus 1 star, because I had to sit with people who were trash talking about Asians at the same table. It's not their fault, but I wasn't able to move from the table to another spot to avoid hearing them continuously bash on my culture. Made my eating a bit awkward.",positive
ch225,9/14/2014,revch638,1,was here on labour day.  had my money stolen.  staff unhelpful; manager inexperienced and unprofessional; used to frequent often for the mediocre but reasonably priced happy hour menu.  will never return.  advise patrons to hold on to keep their bags close.  horrible experience.  try ra sushi instead for a decent happy hour menu.,negative
ch225,9/12/2014,revch639,5,"Wow, is all I can say, the priced are phenomenal cheap for happy hour, the well drinks,  only $5, for drinks that usually cost $15, the portions are small but to taste all the food it's delicious, we ordered the fried calamari,   delicious and lightly fried,  we ordered the popcorn shrimp,  first time they were not lightly fried as well...really yummy, but the best food was the mini doughnuts to die for, for only$3, tasted like Mochi, balls...will definitely be back here.",positive
ch225,9/10/2014,revch640,5,"My new favorite Sushi spot both in LA and in Vegas... Apparently you can get awesome Sushi ,reasonably priced in Las Vegas ,oh and great service !!",positive
ch225,9/7/2014,revch641,5,Tuna Carpaccio and tuna tataki sushi was fresh and delicious! Celebrated a birthday here! Friendly wait staff and sushi chef! Highly recommended!!!,positive
ch225,8/30/2014,revch642,3,"We ate here mainly because the online menu looked like ""normal"" sushi. Although when we got there, it was mostly Japanese entrees with some sushi. I personally like the Americanized sushi rolls that contain very little raw fish. I know that's not what real sushi is, but I'd rather not eat a moving octopus.  Anyways, they had some good stuff. We had the Crunchy Tuna roll and the Katana roll. The Crunch roll was amazing, it had spicy tuna inside. The Katana roll had raw tuna on the top that was like warm, not a fan of warm raw fish. But it looked nice. 

The atmosphere was interesting. It was super dark inside like a fancy restaurant but the techno music was so loud that I couldn't  have a conversation at all. The staff was super nice and very helpful though. 

Did I like it?; sort of. Would I come back?: No.",negative
ch225,8/30/2014,revch643,4,"Extremely tasty, nice ambiance, and good #customerservice. However, small rolls, can be a bit pricey, but a cute little date spot.",positive
ch225,8/29/2014,revch644,2,"Expensive, tasteless Japanese food.  There was no flavor in teriyaki salmon, tempura, and California roll. Price was expensive, but I do not expect any less from Vegas.",negative
ch225,8/28/2014,revch645,5,"Absolutely one of the best sushi restaurants that I've experienced in Las Vegas. Great location, amazing sushi, and great prices.",positive
ch225,8/26/2014,revch646,2,"The service is super slow....I was waiting for at least 20 minutes for the good to come out. Waitresses are also very slow, so I had to wait for quite a bit to pay my bill which was frustrating..
The prices and food are okay, though",negative
ch225,8/25/2014,revch647,4,"The baked lobster rolls was amazing! We really liked everything we tried. Great food, great view. Service was a bit slow. They took a while to come by when we wanted to order more food. The view to the Strip was awesome.",positive
ch225,8/23/2014,revch648,4,"We had miso soup, crab dynamite roll and the sushi mix with spicy tuna roll.  The spicy tuna roll tasted very fresh.  Miso soup was also excellent!  In comparison, the food prices seemed very reasonable.",positive
ch225,8/21/2014,revch649,5,"Day 2 of my four day getaway in Vegas.  I try to eat at a good sushi restaurant wherever I visit and Sushi Roku was well rated everywhere.  I was not disappointed in my expectations.  I asked for a seat with a view of the strip and was obliged with a great view looking south down Las Vegas Blvd.  

I ordered the chef's tasting menu, a sake sampler, and a cocktail suggested by the waiter (muddled tangerine and cucumber with gin - Yummy!).  Each course in the tasting menu was brought out by one of the chef's and I was given an explanation of the food and its preparation.  

The appetizer course was amazing.  After two weeks it is hard to remember which each item was but I think the first item was a squid sashimi with olive oil and lemon.  The second item was a tuna tartar and the third item was a salmon sashimi.  Every item was sublime.

Course two was the hot appetizer.  This was a shrimp skewer with a mango salsa and a skewer with bacon wrapped cherry tomatoes.  Course three was a sashimi sampler with three types of tuna.  Beautiful presentation here.  Course four was perfectly seared scallop.  Course five was a sushi sampler with three pieces of tuna poke hand roll and 4 nigiri.  The salmon nigiri was the best salmon sushi I have ever tasted.  Course six was desert, a tiramisu with green tea infused lady fingers.  Heavenly.

Top rating in my book for service, view, ambiance, and most of all, the amazing food.",positive
ch225,8/21/2014,revch650,4,"I came here for Happy Hour last week. Got an $18 raspberry cocktail and two of the happy hour special sushi rolls for $4 each. Both of the ladies working at the bar were very nice and friendly, and my cocktail, while pricey, was also very good. The sushi was great. The salmon was perfectly fresh, and the tempura shrimp nicely cooked. Good rice, too. The lady next to me ONLY got happy hour food-- no alcohol at all-- and they were just as nice to her-- no grudging the lack of drink-buying. It's an attractive space and a pleasant Happy Hour environment. This place gets a thumbs-up by me.",positive
ch225,8/21/2014,revch651,4,Loved it.  Donald at the bar was awesome!!  Food was great.  Went for happy hour.  Great deal!  Great ambiance.,positive
ch225,8/17/2014,revch652,5,"Folks here are way cool. I asked the head chef Haruhiko 'Haru' Takeshita to freestyle our dinner and he said no problem!! Needless to say, this our second time eating here on this Vegas run!",positive
ch225,8/16/2014,revch653,5,"For our last night in Vegas, we were looking to do a show and a fancier dinner. And a show and a fancier dinner we did! Our first choice for dinner was booked out a month, so we fell back on our trusty old friend, sushi. This restaurant did not disappoint. My boyfriend made a reservation (just to be safe). We get there and we are promptly seated in the back room; the windows behind our table looked out over the strip. Everything was prompt - the service and the time frame in between ordering our drinks and food and those getting to the table. Not to mention the service was so friendly - for some reason, they speak in rather quiet tones, which normally would frustrate me (I'm mostly deaf) but for some reason, it contributed more to the already soothing atmosphere. It was very intimate and peaceful. My boyfriend got some sashimi, soup, and rolls (forget what, exactly) while I got a little bowl of rice and rolls. The food was great! Normally, I'd go into much more detail, but I'll just leave it at that and let you find out how good it is. Dessert (mochi) was also good, three flavors of your choosing and one piece (which is then halved) of each flavor. I appreciated this, so I could indulge my sweet tooth but not feel overwhelmed/too full from it. Overall, this is a romantic and peaceful restaurant, equally good for couples as well as groups. We went early (6 PM) so this probably helped out with the peacefulness a lot, but nonetheless, I highly recommend it.",positive
ch225,8/9/2014,revch654,4,We had a late afternoon reservation but not late enough. They only opened the seating area with a view at 5:00pm. We didn't make a big fuss. We had a very attentive and friendly waiter. Service was quick and the food was good. The only issue we had was their system didn't accept our American Express Serve card even though the funds were available.,positive
ch225,8/5/2014,revch655,4,"Great service, amazing Sushi, conveniently located in the Caesars palace shopping forum. I was thoroughly impressed with everything we had. Which included the Katana roll, Dynamite Roll (which was outstanding), rainbow roll, and various Sashimi.",positive
ch225,7/30/2014,revch656,3,"The Sushi was average. I found that the Eel/Avocado roll had muddy taste, like you sometimes get in catfish and talapia. Not the most appealing. 

The Truffeled Sea Bass was the highlight of the meal, pefectly cooked and delicious. 

The chicken fried rice and Soba noodles were average as well. Not my favorite sushi place, but a decent option if you are staying at Caesar's.",negative
ch225,7/30/2014,revch657,5,"I set up reservations for 2 for a birthday dinner. The service was excellent, they comp'd any dessert on the menu for the birthday and they even served the dish with a sparkler. I would highly recommend this restaurant for any occasion/dinner.",positive
ch225,7/26/2014,revch658,3,The food was good however it was overpriced.  we got there around 8 p and got right in.  We had 4 rolls and after the tip we paid $100. We only had water to drink.  Like I said the food was good but the cost was high.,negative
ch225,7/26/2014,revch659,4,Food was of the chain good. Couldn't give it 5 stars cause of the price and water tasted like hose water when I was a kid.,positive
ch225,7/21/2014,revch660,5,"Delicious fresh sushi! Got the spicy tuna roll and absolutely loving it! The sashimi is a bit pricey, but everything is very well done. Highly recommend!",positive
ch225,7/19/2014,revch661,5,"Best filet mignon I have ever had. Like butter baby. 
Teriyaki flavored steak and mashed potatoes at a sushi restaurant in Vegas?  Sweet baby Jesus that was so damn good.",positive
ch225,7/15/2014,revch662,5,One of the best sushi places i have ever been to in my life!  This is honestly not an exaggeration as I tend to do that at times.  I was only in Vegas for three nights and I came here two out of the three.  Highly recommend and absolutely everything we ordered was amazing.  There was a special crunch spicy roll that was to die for.,positive
ch225,7/14/2014,revch663,5,"Sushi roku was one of the best restaurant choices we made while in Vegas. Although it was hard to find in the hotel/casino, the Ambiance and view were worth the walk. I had the tuna appetizer and popcorn shrimp along with a few rolls. Everything was awesome. One of our friends didn't like raw fish and still enjoyed the other menu items. From the sake to the salad, I would rave about this place. Next time I'm in Vegas, I will be sure to come back!!!!!",positive
ch225,7/13/2014,revch664,5,"Awesome happy hour menu!! This is definitely my go-to Japanese restaurant in Vegas. My sisters and I enjoyed delicious authentic Japanese food -  chicken stuffed shishito, mushroom tempura, salmon and avocado sushi roll etc... The staff were all friendly and professional and the manager was very hospitable and accommodating. I can't wait to come back next month - this time, dinner with friends. I highly recommend Sushi Roku.",positive
ch225,7/6/2014,revch665,5,"Excellent!! Simply superb sushi restaurant!! I have been here numerous times and have never been disappointed. Elegant ambiance with an incredible view of the Las Vegas Strip. The food is always fresh and the service is top notch. Good happy hour, friendly staff and great bar tenders who know how to mix a great drink!! General Manager, Johnny Seo is magnificent and knows how to cater to his clientele to keep them coming back again and again!!",positive
ch225,7/6/2014,revch666,4,Excellent customer service and amazing view of strip. The my really value their customers and want to please them. Definitely consider going here if you are wanting sushi in vegas. The desserts are great too.,positive
ch225,7/3/2014,revch667,3,Good quality sushi a little heavy on the wasabi. But for me very overpriced but I guess that's Vegas.,negative
ch225,7/2/2014,revch668,3,"I love sushi, it is my favorite food so I am always hoping to find a good sushi restaurant when I go to Vegas. This place was okay. I think I am just too spoilt going to Sushi Deli in San Diego which is hands down the best sushi place on earth. The sushi here was just okay to me. I got the black truffle roll because it sounded awesome and someone else suggested it on here. It tasted like absolutely nothing to me. It wasn't bad, it just tasted like crunchy cardboard. We also accidentally ordered cold sake which is quite possibly one of the grossest tasting things you could ever drink. Overall the sushi was fine, but I wouldn't come here again to be completely honest.",negative
ch225,6/30/2014,revch669,5,"Such a great experience! My husband and I celebrated our 1 year wedding anniversary.  Because I booked our reservation through yelp they knew it was our anniversary and surprised us with a delicious dessert! Sushi was delicious, service was great, and we'll definitely go back the next time we're in Vegas!",positive
ch225,6/20/2014,revch670,4,"Sushi Roku is my go-to place for special events such as birthdays, graduations, promotions, etc. the ambiance is wonderful and calming, the service is spectacular and the food is simply delicious! 

For appetizers I would recommend the popcorn shrimp tempura (my favorite!) or the lobster tempura. Hot, crispy, and cooked just right, this appetizer has your mouth singing! For sushi, I love the lobster roll with miso sauce, and any type of sashimi is fresh and delectable. 

If you are a local, you know there are items that can be ordered off the menu. All are delicious, but the white lotus roll is my absolute favorite. 

If you are in the mood for some upscale sushi in a quiet environment with a great view of Vegas, Sushi Roku is for you. The only downfall is the price - a little steep, bit you truly do get what you pay for here.",positive
ch225,6/18/2014,revch671,4,"I ordered the crispy spicy tuna ($16) with chicken fried rice ($15), both were filling and well prepared. Service was great, ambiance was excellent. Well priced considering you're in Vegas.",positive
